video_path,label,original_type,race,gender,source,manipulation_type
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id00103/00241.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),men,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id00459/00382.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),men,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id00732/00118.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),men,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id00685/00146.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),men,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id00745/00165.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),men,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id00414/00052.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),men,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id00769/00015.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),men,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id00773/00038.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),men,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id00857/00347.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),men,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id00816/00118.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),men,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id00860/00154.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),men,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id03180/00039.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),men,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id03344/00114.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),men,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id03599/00072.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),men,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id04554/00118.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),men,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id04526/00317.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),men,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id04537/00083.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),men,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id03945/00063.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),men,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id04561/00248.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),men,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id04928/00027.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),men,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id04562/00221.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),men,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id06354/00021.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),men,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id04601/00118.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),men,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id06334/00015.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),men,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id06355/00347.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),men,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id06753/00021.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),men,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id07058/00010.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),men,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id07161/00159.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),men,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id07108/00412.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),men,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id07163/00141.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),men,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id07165/00368.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),men,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id07194/00014.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),men,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id07179/00206.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),men,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id07195/00186.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),men,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id07210/00005.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),men,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id07463/00028.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),men,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id08313/00202.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),men,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id08314/00028.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),men,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id00043/00135.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),women,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id00080/00281.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),women,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id00149/00284.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),women,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id00235/00052.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),women,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id00417/00069.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),women,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id00488/00028.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),women,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id00461/00043.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),women,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id00739/00005.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),women,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id00747/00053.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),women,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id02089/00092.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),women,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id02310/00139.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),women,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id03559/00023.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),women,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id02619/00015.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),women,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id03815/00118.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),women,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id03897/00021.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),women,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id03985/00005.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),women,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id04530/00231.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),women,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id04564/00417.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),women,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id04582/00180.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),women,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id04583/00077.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),women,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id05435/00107.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),women,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id04927/00013.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),women,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id05478/00135.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),women,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id05931/00013.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),women,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id05845/00027.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),women,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id06232/00025.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),women,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id06254/00043.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),women,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id06343/00023.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),women,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id06437/00028.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),women,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id06438/00110.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),women,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id06439/00118.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),women,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id06752/00221.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),women,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id07008/00175.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),women,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id07051/00083.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),women,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id07078/00405.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),women,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id07136/00052.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),women,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id07377/00025.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),women,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id07686/00254.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),women,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_1.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id07689/00028.mp4::sbi,fake,RealVideo-RealAudio,Asian (South),women,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_10.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_11.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_13.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_14.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_15.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_16.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_17.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_18.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_19.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_22.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_25.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_26.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_27.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_28.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_29.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_3.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_30.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_32.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_31.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_33.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_34.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_35.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_37.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_38.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_39.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_40.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_41.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_43.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_44.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_45.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_49.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_50.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_51.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_52.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_53.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_54.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_56.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_58.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_6.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_60.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_62.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_63.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_66.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_67.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_68.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_69.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_70.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_7.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_71.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_8.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/ar/ar_9.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_1.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_10.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_100.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_102.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_105.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_106.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_107.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_11.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_110.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_112.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_113.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_115.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_116.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_117.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_119.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_122.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_123.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_124.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_125.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_126.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_127.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_128.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_13.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_17.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_19.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_18.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_21.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_20.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_23.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_24.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_26.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_25.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_28.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_27.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_29.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_3.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_30.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_31.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_32.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_33.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_34.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_35.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_36.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_37.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_39.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_4.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_40.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_41.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_42.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_43.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_44.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_46.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_47.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_49.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_5.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_50.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_52.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_51.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_53.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_54.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_57.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_56.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_58.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_59.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_6.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_61.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_60.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_62.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_63.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_67.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/en/en_66.mp4::sbi,fake,,,,SBI,unknown_fake
